id,type,name,description,address,postal_code,city,department,region,latitude,longitude,website,email,period,precision,source,source_ref,last_updated
lib-00063,librairie,La Librairie Des Auteurs,,24 Cours Lafayette 03300 Cusset,03300,Cusset,03,,,,,,,,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),106574791,2026-06-28
lib-00064,librairie,La Renardiere (Librairie A La Page),,5 Rue Sornin 03200 Vichy,03200,Vichy,03,,46.125199442,3.4212700355,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),897559530,2026-06-28
lib-00065,librairie,Jean Faye,,30 Rue Montaret 03200 Vichy,03200,Vichy,03,,46.126106444,3.421459603,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),313357550,2026-06-28
lib-00066,librairie,Le Livre Ecorne,,13 Passage Du Commerce 03200 Vichy,03200,Vichy,03,,46.125762,3.423493481,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),352408926,2026-06-28
lib-00067,librairie,Librairie Olivier Devers,,5 Rue Saint-Pol Roux 78280 Guyancourt,78280,Guyancourt,78,,48.775681954,2.0683747061,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),453041410,2026-06-28
lib-00068,librairie,Librairie Saint Joseph,,12 Place De La Liberte 03000 Moulins,03000,Moulins,03,,46.563253796,3.3310014756,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),481134864,2026-06-28
lib-00069,librairie,Auberge Du Cheval Blanc,,14 Rte De Paris 03360 Meaulne-Vitray,03360,Meaulne-Vitray,03,,46.599289419,2.613456343,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),911718278,2026-06-28
lib-00070,librairie,Librairie Carnot,,2 Boulevard Carnot 03200 Vichy,03200,Vichy,03,,46.1233996930448,3.42311297582995,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),909176612,2026-06-28
lib-00071,librairie,Le Talon D'Achille,,8 Place Notre-Dame 03100 Montlucon,03100,Montlucon,03,,46.340407122032,2.60505961015395,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),799115654,2026-06-28
lib-00072,librairie,La Gozette Eurl,,4 Rue Porte Des Forges 03100 Montlucon,03100,Montlucon,03,,46.338742905,2.6063249502,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),821795879,2026-06-28
lib-00073,librairie,Gabriel Danilo (A Tous Vents),,11 Boulevard Des Mouilleres 03160 Bourbon-L'Archambault,03160,Bourbon-L'Archambault,03,,46.5879006760671,3.064081610131,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),824317168,2026-06-28
lib-00074,librairie,L.O.V.E.,,21 Boulevard Des Graves 03200 Vichy,03200,Vichy,03,,46.1326611234618,3.43178513312751,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),822379426,2026-06-28
lib-00075,librairie,Edition Limitee,,37 Rue De Paris 03200 Vichy,03200,Vichy,03,,46.1265902886627,3.42609124623232,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),918352238,2026-06-28
lib-00076,librairie,Mots Et Merveilles,,7 Place Saint-Pierre 03100 Montlucon,03100,Montlucon,03,,46.341079291,2.6028444461,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),498834472,2026-06-28
lib-00077,librairie,Librairie L'Arbousier,,1 Avenue Abdon Martin 04700 Oraison,04700,Oraison,04,,43.917508726,5.918978945,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),433246816,2026-06-28
lib-00078,librairie,Jean Goupillou,,9 Avenue Marechal Foch 06190 Roquebrune-Cap-Martin,06190,Roquebrune-Cap-Martin,06,,43.763223105,7.4805371463,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),329993257,2026-06-28
lib-00079,librairie,Sarl Fritsch Et Destombes,,39 Rue Grande 04800 Greoux-Les-Bains,04800,Greoux-Les-Bains,04,,43.758488689,5.8834816053,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),491875423,2026-06-28
lib-00080,librairie,Loic Garcia,,18 Rue De Lure 04300 Limans,04300,Limans,04,,43.9853976603406,5.73112798105318,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),105610992,2026-06-28
lib-00081,librairie,Le Chat Du Bleuet,,Pl Saint Just 04150 Banon,04150,Banon,04,,44.038672872,5.6336177064,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),809184278,2026-06-28
lib-00082,librairie,Benedicte Latinaud,,3 Rue Violette 04300 Forcalquier,04300,Forcalquier,04,,43.958733135,5.7817403746,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),452828700,2026-06-28
lib-00083,librairie,Aurelie Dallier (Maktaba Sabil Al Ilm),,Bat Les Bruyeres Appt 36 107 Rue Des Aliziers 04100 Manosque,04100,Manosque,04,,43.819974212,5.7891781571,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),500381470,2026-06-28
lib-00084,librairie,Imaginez...,,3 Place Manuel 04400 Barcelonnette,04400,Barcelonnette,04,,44.3878571857865,6.65266462530384,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),892442989,2026-06-28
lib-00085,librairie,Le Petit Pois,,3 Place Du Terreau 04100 Manosque,04100,Manosque,04,,43.8327379568936,5.78289801473184,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),890982515,2026-06-28
lib-00086,librairie,Regain,,Pl Liberation 04110 Reillanne,04110,Reillanne,04,,43.879552915,5.6598893122,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),909489973,2026-06-28
lib-00087,librairie,Imaginaire,,13 Bd Des Martyrs 04300 Forcalquier,04300,Forcalquier,04,,43.959215424,5.7832658922,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),831075072,2026-06-28
lib-00088,librairie,Le Marque Page,,21 Rue Droite 04200 Sisteron,04200,Sisteron,04,,44.196779738,5.9424327361,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),852838358,2026-06-28
lib-00089,librairie,La Presse Des Remparts,,5 Rue Berluc Perussis 04300 Forcalquier,04300,Forcalquier,04,,43.958944935,5.7807675904,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),929367902,2026-06-28
lib-00090,librairie,Les Pleiades (Les Pleiades),,Rue Grande 04370 Colmars,04370,Colmars,04,,44.181442846,6.6266254754,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),894201615,2026-06-28
lib-00091,librairie,Pierre Mrejen,,La Burliere 04220 Corbieres-En-Provence,04220,Corbieres-En-Provence,04,,43.761098775,5.7525245025,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),519456628,2026-06-28
lib-00092,librairie,Librairie Ancienne,,2 Rue Des Marchands 04100 Manosque,04100,Manosque,04,,43.834585619,5.7819343833,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),531933307,2026-06-28
lib-00093,librairie,Naoufel Hachemi,,6 Rue Haute 04300 Mane,04300,Mane,04,,43.9380873937729,5.76911994785546,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),105647135,2026-06-28
lib-00094,librairie,Jennifer Pourcin (Travert) (Librairie Chretienne - Le Chemin),,3 Place Pechiney 04600 Chateau-Arnoux-Saint-Auban,04600,Chateau-Arnoux-Saint-Auban,04,,44.0718436971097,5.9958033821135,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),103002887,2026-06-28
lib-00095,librairie,Librairie La Carline (La Carline),,Boulevard Des Martyrs De La Resistance 04300 Forcalquier,04300,Forcalquier,04,,43.959043159,5.7830464224,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),379241953,2026-06-28
lib-00096,librairie,Un Autre Monde,,Le Chesnay 35460 Val-Couesnon,35460,Val-Couesnon,35,,48.458048524,-1.509795767,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),432439362,2026-06-28
lib-00097,librairie,La Somme De Nos Folies (La Somme De Nos Folies),,10 Rue Du Soubeyran 04100 Manosque,04100,Manosque,04,,43.8349672955575,5.78174846056442,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),933365694,2026-06-28
lib-00098,librairie,Abbaz Librairie,,33 Place Paul Arene 04200 Sisteron,04200,Sisteron,04,,44.1968108680317,5.94371324246936,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),942122490,2026-06-28
lib-00099,librairie,Librairie La Ruelle,,18 Place Du General De Gaulle 04000 Digne-Les-Bains,04000,Digne-Les-Bains,04,,44.092653669,6.2359339759,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),483162996,2026-06-28
lib-00100,librairie,Damien Fiorani,,25 Rue Des Lices Monteux 84200 Carpentras,84200,Carpentras,84,,44.0550467525724,5.04483613286133,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),518141544,2026-06-28
lib-00101,librairie,Rackham,,3 Place Du Terreau 04100 Manosque,04100,Manosque,04,,43.8327379568936,5.78289801473184,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),822234324,2026-06-28
lib-00102,librairie,Presse De Forcalquier,,5 Bd Berluc Perrussis 04300 Forcalquier,04300,Forcalquier,04,,43.958944935,5.7807675904,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),812207249,2026-06-28
lib-00103,librairie,De Fil En Page (De Fil En Page),,2 Avenue Jean Moulin 04160 Chateau-Arnoux-Saint-Auban,04160,Chateau-Arnoux-Saint-Auban,04,,44.092822341,6.0087673724,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),830562203,2026-06-28
lib-00104,librairie,L'Encabanee,,231 Grand Rue 04530 Saint-Paul-Sur-Ubaye,04530,Saint-Paul-Sur-Ubaye,04,,44.514848037,6.7512319644,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),982741431,2026-06-28
lib-00105,librairie,Librairie Du Bonheur,,229 Rue Saint-Honore 75001 Paris,75001,Paris,75,,48.8660774245032,2.32945473837603,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),493945836,2026-06-28
lib-00106,librairie,C F C C,,6 Place De La Cathedrale 68000 Colmar,68000,Colmar,68,,48.0776776479003,7.35905035918142,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),453814212,2026-06-28
lib-00107,librairie,La Librairie De L'Antre Deux Mers,,10 Rue General Rostolland 05100 Nevache,05100,Nevache,05,,45.018887962,6.6142290365,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),953547858,2026-06-28
lib-00108,librairie,Au Coin Des Mots Passants,,47 Rue Carnot 05000 Gap,05000,Gap,05,,44.557854864,6.07988987,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),532788288,2026-06-28
lib-00109,librairie,O K'Do Savinois,,Place De L'Eglise 05160 Savines-Le-Lac,05160,Savines-Le-Lac,05,,44.525539837,6.4043634867,,,,exacte,SIRENE / recherche-entreprises.api.gouv.fr (NAF 47.61Z),327352662,2026-06-28
